serviceid,providerid,gen_microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,origin,true_label,true_label_spa,true_label_bma
105377,P1003049,M126,-33.92749,151.12542,2023-09-16,4.86,4.86,4.71,5.0,5.0,4.71,G,C,C,C
105380,P1002195,M134,-33.96857,151.12367,2023-11-03,5.0,5.0,5.0,4.33,5.0,5.0,G,C,C,C
105381,P1000049,M117,-33.94207,151.22432,2024-02-20,5.0,5.0,5.0,5.0,4.0,4.0,G,C,C,C
105382,P1001605,M116,-33.79716,151.06479,2024-01-07,4.79,4.72,4.85,4.93,4.9,4.83,G,C,C,C
105386,P1000288,M127,-33.8909571,151.1195413,2024-02-09,4.55,4.41,4.41,4.81,4.84,4.76,G,C,C,C
105389,P1003302,M115,-33.75122,151.25772,2024-03-10,4.0,4.25,4.25,4.25,4.25,4.5,G,C,C,C
105394,P1000895,M129,-33.9279519,151.1552776,2024-01-02,5.0,4.4,5.0,5.0,5.0,5.0,G,C,C,C
105395,P1001131,M128,-33.78071975708008,151.11386108398438,2019-10-23,5.0,4.67,4.67,4.67,4.33,4.33,G,C,C,C
105401,P1000412,M128,-33.78071975708008,151.11386108398438,2024-03-02,4.54,4.6,4.6,4.48,4.72,4.8,G,C,C,C
105402,P1000638,M110,-33.828972923308115,151.2163312332427,2024-03-02,4.79,4.79,4.86,4.86,4.86,4.93,G,C,C,C
105404,P1001134,M114,-33.91571,151.17268,2024-03-01,4.74,4.68,4.8,4.93,4.9,4.71,G,C,C,C
105408,P1001568,M130,-33.8513269,151.0609753,2023-11-02,4.17,4.0,4.17,5.0,4.83,4.5,G,C,C,C
105414,P1000073,M130,-33.8513269,151.0609753,2024-02-03,4.0,5.0,3.0,5.0,5.0,4.0,G,C,C,C
105418,P1000095,M108,-33.649899388892656,151.2796016585502,2023-04-30,4.7,4.8,4.7,5.0,4.9,5.0,G,C,C,C
105420,P1000630,M116,-33.79716,151.06479,2024-03-12,5.0,5.0,4.88,4.94,5.0,4.94,G,C,C,C
105423,P1000719,M132,-33.95896,151.02309,2024-01-05,4.27,4.2,4.2,4.8,4.67,4.4,G,C,C,C
105425,P1000048,M108,-33.649899388892656,151.2796016585502,2018-07-28,5.0,4.0,4.0,4.0,4.0,5.0,G,C,C,C
105427,P1000439,M109,-33.92552,151.25489,2024-03-10,4.53,4.55,4.38,4.91,4.87,4.76,G,C,C,C
105429,P1000129,M115,-33.75122,151.25772,2024-03-03,4.83,4.55,4.91,4.55,4.45,4.82,G,C,C,C
105430,P1002195,M134,-33.96857,151.12367,2024-01-28,5.0,5.0,5.0,5.0,5.0,4.5,G,C,C,C
105431,P1003322,M109,-33.92552,151.25489,2024-02-16,5.0,4.86,4.86,4.57,4.71,4.57,G,C,C,C
105433,P1000002,M115,-33.75122,151.25772,2024-02-07,3.57,3.57,4.43,3.86,2.86,4.57,G,C,C,C
105434,P1000073,M130,-33.8513269,151.0609753,2024-02-09,4.0,4.0,4.0,4.0,5.0,5.0,G,C,C,C
105437,P1000634,M117,-33.94207,151.22432,2024-02-25,4.69,4.62,4.69,4.62,4.62,4.77,G,C,C,C
105438,P1002877,M103,-33.82763,151.08623,2024-02-24,4.57,4.43,4.71,4.71,4.86,4.57,G,C,C,C
105439,P1000545,M135,-33.87585,151.10469,2024-02-26,4.63,4.57,4.73,4.8,4.9,4.9,G,C,C,C
105442,P1000076,M119,-33.88101,151.22511,2024-02-24,3.67,3.67,3.67,3.67,3.67,3.67,G,C,C,C
105446,P1000602,M115,-33.75122,151.25772,2024-03-17,4.8,4.75,4.75,4.75,5.0,5.0,G,C,C,C
105447,P1000837,M123,-33.6860173,150.8958334,2024-03-13,4.55,4.45,4.62,4.43,4.6,4.55,G,C,C,C
105449,P1000073,M130,-33.8513269,151.0609753,2024-01-12,4.22,4.22,4.22,4.56,4.44,4.33,G,C,C,C
105451,P1000074,M113,-33.8017879,151.1765299,2023-11-26,4.0,3.67,3.33,3.67,3.67,5.0,G,C,C,C
105454,P1001568,M130,-33.8513269,151.0609753,2024-01-27,2.0,3.0,3.0,4.0,4.0,3.0,G,C,C,C
105457,P1000391,M125,-33.80662,151.15517,2024-03-12,4.78,4.71,4.75,4.88,4.78,4.88,G,C,C,C
105462,P1001211,M138,-33.80839,150.98594,2023-11-04,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105463,P1000684,M123,-33.6860173,150.8958334,2024-02-25,4.82,4.71,4.76,4.88,4.82,4.82,G,C,C,C
105466,P1000599,M115,-33.75122,151.25772,2024-02-26,5.0,5.0,5.0,5.0,5.0,4.88,G,C,C,C
105467,P1001790,M117,-33.94207,151.22432,2024-02-25,4.36,4.43,4.64,4.71,4.86,4.64,G,C,C,C
105469,P1000837,M122,-33.72719,151.00848,2024-02-17,5.0,4.5,4.5,5.0,5.0,5.0,G,C,C,C
105473,P1000073,M130,-33.8513269,151.0609753,2023-09-11,5.0,4.0,5.0,5.0,5.0,4.0,G,C,C,C
105481,P1003200,M113,-33.8017879,151.1765299,2024-03-02,4.93,4.93,4.96,4.88,4.93,4.94,G,C,C,C
105486,P1003344,M130,-33.8513269,151.0609753,2024-02-23,4.8,4.2,4.8,4.6,4.8,4.6,G,C,C,C
105487,P1000545,M127,-33.8909571,151.1195413,2024-02-19,4.9,4.79,4.83,4.97,4.91,4.91,G,C,C,C
105489,P1000501,M112,-34.0380304,151.1166316,2024-02-11,4.33,4.33,5.0,4.0,4.67,4.33,G,C,C,C
105492,P1000078,M109,-33.92552,151.25489,2024-02-26,3.75,3.5,3.25,4.75,4.5,3.75,G,C,C,C
105497,P1000377,M121,-34.06962515485486,150.78094538396644,2024-03-13,4.9,4.7,4.9,5.0,5.0,4.9,G,C,C,C
105501,P1001068,M108,-33.649899388892656,151.2796016585502,2023-03-11,5.0,4.75,5.0,4.75,4.75,4.75,G,C,C,C
105502,P1000837,M106,-33.73635045169837,150.71367952034564,2024-02-24,4.59,4.29,4.71,4.88,4.94,4.82,G,C,C,C
105508,P1000002,M110,-33.828972923308115,151.2163312332427,2024-01-01,4.22,4.24,4.19,4.78,4.26,4.57,G,C,C,C
105513,P1000095,M108,-33.649899388892656,151.2796016585502,2023-03-19,4.92,4.85,4.85,4.92,5.0,5.0,G,C,C,C
105518,P1000564,M115,-33.75122,151.25772,2024-03-09,4.86,4.77,4.67,4.92,4.96,4.87,G,C,C,C
105519,P1001190,M128,-33.78071975708008,151.11386108398438,2024-03-17,4.42,4.39,4.26,4.43,4.52,4.65,G,C,C,C
105521,P1000074,M113,-33.8017879,151.1765299,2023-11-25,5.0,4.5,4.75,4.25,4.25,5.0,G,C,C,C
105523,P1000187,M117,-33.94207,151.22432,2020-08-22,4.67,4.67,4.67,5.0,5.0,4.67,G,C,C,C
105526,P1000095,M108,-33.649899388892656,151.2796016585502,2023-11-12,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105527,P1000073,M136,-33.86999,151.08825,2022-11-05,4.25,3.75,4.0,5.0,4.75,4.75,G,C,C,C
105534,P1003344,M104,-33.864532,151.207611,2024-01-25,3.0,3.0,5.0,5.0,5.0,4.0,G,C,C,C
105535,P1002877,M138,-33.80839,150.98594,2024-02-12,4.85,4.85,4.85,4.5,4.95,4.8,G,C,C,C
105538,P1000545,M135,-33.87585,151.10469,2024-02-26,4.61,4.33,4.67,4.69,4.81,4.69,G,C,C,C
105540,P1000105,M113,-33.8017879,151.1765299,2024-02-07,4.75,4.71,4.43,4.89,4.96,5.0,G,C,C,C
105544,P1000633,M110,-33.828972923308115,151.2163312332427,2024-02-12,4.85,4.77,4.85,5.0,4.77,4.92,G,C,C,C
105545,P1000073,M130,-33.8513269,151.0609753,2024-02-10,4.3,4.3,3.9,4.8,4.4,4.0,G,C,C,C
105548,P1001046,M129,-33.9279519,151.1552776,2024-02-23,5.0,5.0,4.94,4.94,4.94,5.0,G,C,C,C
105551,P1000077,M129,-33.9279519,151.1552776,2024-03-02,4.87,4.83,4.7,5.0,4.91,4.96,G,C,C,C
105553,P1000077,M136,-33.86999,151.08825,2024-03-08,4.67,4.67,4.67,4.67,4.67,4.67,G,C,C,C
105557,P1000003,M128,-33.78071975708008,151.11386108398438,2024-03-02,5.0,4.67,4.67,4.67,5.0,4.67,G,C,C,C
105560,P1003381,M121,-34.06962515485486,150.78094538396644,2024-02-25,5.0,5.0,5.0,5.0,5.0,4.5,G,C,C,C
105562,P1000073,M130,-33.8513269,151.0609753,2024-02-27,4.2,3.9,3.6,4.9,4.3,4.1,G,C,C,C
105572,P1000391,M112,-34.0380304,151.1166316,2024-03-02,4.69,4.5,4.69,4.94,4.88,4.81,G,C,C,C
105576,P1001100,M135,-33.87585,151.10469,2024-02-25,4.5,4.29,4.43,4.71,4.79,4.64,G,C,C,C
105577,P1000659,M128,-33.78071975708008,151.11386108398438,2024-02-29,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105578,P1002531,M119,-33.88101,151.22511,2023-06-25,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105581,P1000049,M116,-33.79716,151.06479,2024-02-26,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105583,P1003394,M123,-33.6860173,150.8958334,2024-02-22,4.73,4.64,4.57,4.94,4.87,4.73,G,C,C,C
105591,P1001565,M138,-33.80839,150.98594,2024-03-04,4.13,4.06,4.06,4.56,4.44,4.44,G,C,C,C
105600,P1001308,M137,-33.88098835077109,151.16864655312318,2024-03-02,5.0,4.0,4.0,5.0,5.0,4.5,G,C,C,C
105604,P1000391,M116,-33.79716,151.06479,2024-03-11,4.51,4.41,4.46,4.35,4.67,4.62,G,C,C,C
105606,P1001865,M102,-33.89055,151.27523,2024-03-08,4.8,4.63,4.53,4.96,4.94,4.92,G,C,C,C
105612,P1000048,M108,-33.649899388892656,151.2796016585502,2024-01-15,4.89,4.56,4.78,4.78,5.0,4.89,G,C,C,C
105615,P1001275,M131,-33.8388,151.23511,2024-03-10,4.0,3.83,3.5,4.5,4.5,3.67,G,C,C,C
105617,P1001308,M123,-33.6860173,150.8958334,2024-03-02,4.93,4.79,4.93,4.93,5.0,4.64,G,C,C,C
105622,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-22,4.0,5.0,5.0,5.0,5.0,4.0,G,C,C,C
105624,P1000485,M130,-33.8513269,151.0609753,2024-02-25,4.63,4.37,4.63,4.83,4.93,4.93,G,C,C,C
105625,P1001211,M138,-33.80839,150.98594,2024-02-16,3.67,3.67,4.0,3.67,4.0,4.0,G,C,C,C
105627,P1001181,M105,-33.79585,151.28527,2024-02-29,3.5,3.5,3.0,5.0,5.0,5.0,G,C,C,C
105631,P1000747,M104,-33.864532,151.207611,2023-09-15,4.75,4.75,4.5,4.25,4.5,4.75,G,C,C,C
105634,P1000104,M125,-33.80662,151.15517,2022-10-31,4.76,4.81,4.71,4.95,4.81,4.67,G,C,C,C
105636,P1003426,M128,-33.78071975708008,151.11386108398438,2024-03-14,4.8,5.0,5.0,4.5,4.75,4.75,G,C,C,C
105641,P1002336,M127,-33.8909571,151.1195413,2024-02-24,5.0,4.6,4.8,5.0,5.0,4.8,G,C,C,C
105643,P1000440,M118,-33.716291,151.1083268,2024-03-02,4.86,4.33,5.0,5.0,5.0,4.83,G,C,C,C
105644,P1000002,M131,-33.8388,151.23511,2023-07-12,4.68,4.37,4.58,4.84,4.89,4.84,G,C,C,C
105645,P1000545,M135,-33.87585,151.10469,2024-03-02,4.83,4.73,4.78,4.89,4.87,4.84,G,C,C,C
105647,P1000129,M108,-33.649899388892656,151.2796016585502,2022-01-16,5.0,3.33,3.67,5.0,5.0,5.0,G,C,C,C
105652,P1000077,M118,-33.716291,151.1083268,2024-01-07,4.5,4.75,4.75,4.25,5.0,4.75,G,C,C,C
105657,P1000048,M108,-33.649899388892656,151.2796016585502,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105658,P1003435,M123,-33.6860173,150.8958334,2024-02-24,4.13,4.0,4.13,4.5,4.38,4.13,G,C,C,C
105661,P1000078,M104,-33.864532,151.207611,2024-03-01,2.5,2.5,2.5,2.0,3.5,4.0,G,C,C,C
105665,P1000545,M135,-33.87585,151.10469,2024-02-26,4.81,4.74,4.74,5.0,4.98,4.9,G,C,C,C
105669,P1000074,M104,-33.864532,151.207611,2024-02-16,4.2,4.17,4.1,4.4,4.33,4.77,G,C,C,C
105671,P1002727,M104,-33.864532,151.207611,2024-03-01,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105673,P1000009,M114,-33.91571,151.17268,2024-02-28,4.6,4.5,4.57,4.63,4.73,4.77,G,C,C,C
105676,P1000033,M104,-33.864532,151.207611,2024-03-03,4.9,5.0,4.89,4.78,4.89,5.0,G,C,C,C
105677,P1000076,M102,-33.89055,151.27523,2024-01-07,5.0,4.67,4.67,5.0,5.0,5.0,G,C,C,C
105679,P1000076,M104,-33.864532,151.207611,2024-03-01,4.67,4.67,4.72,4.06,4.56,5.0,G,C,C,C
105681,P1000193,M104,-33.864532,151.207611,2024-02-11,4.83,4.67,4.83,4.67,4.92,5.0,G,C,C,C
105693,P1000763,M109,-33.92552,151.25489,2024-03-15,4.91,4.73,5.0,4.73,4.91,5.0,G,C,C,C
105694,P1000560,M104,-33.864532,151.207611,2023-01-28,4.57,4.43,4.43,4.86,5.0,5.0,G,C,C,C
105697,P1000073,M104,-33.864532,151.207611,2024-02-24,4.41,4.52,4.14,4.76,4.65,4.85,G,C,C,C
105702,P1000017,M104,-33.864532,151.207611,2020-07-12,4.5,4.67,4.83,4.5,4.67,5.0,G,C,C,C
105705,P1000002,M104,-33.864532,151.207611,2024-03-04,4.83,4.5,4.83,4.83,4.67,4.67,G,C,C,C
105708,P1000351,M109,-33.92552,151.25489,2023-05-13,4.83,4.58,4.92,4.67,5.0,4.83,G,C,C,C
105709,P1000735,M109,-33.92552,151.25489,2024-03-16,4.65,4.56,4.74,4.8,4.74,4.94,G,C,C,C
105712,P1000002,M105,-33.79585,151.28527,2024-02-28,4.1,4.1,3.9,4.9,4.0,4.8,G,C,C,C
105713,P1000760,M102,-33.89055,151.27523,2024-02-20,4.44,3.89,4.44,4.56,4.33,4.78,G,C,C,C
105714,P1000638,M110,-33.828972923308115,151.2163312332427,2024-02-21,4.77,4.65,4.66,4.9,4.88,5.0,G,C,C,C
105716,P1000971,M104,-33.864532,151.207611,2024-01-21,4.36,4.0,4.43,4.29,4.36,4.07,G,C,C,C
105719,P1000370,M104,-33.864532,151.207611,2024-03-04,4.52,4.52,4.58,4.61,4.81,4.74,G,C,C,C
105720,P1002921,M102,-33.89055,151.27523,2023-12-09,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105724,P1000599,M105,-33.79585,151.28527,2024-02-24,5.0,4.25,4.75,4.75,5.0,4.75,G,C,C,C
105727,P1000971,M137,-33.88098835077109,151.16864655312318,2024-02-27,4.3,4.27,4.08,4.58,4.64,4.61,G,C,C,C
105730,P1000930,M104,-33.864532,151.207611,2024-02-10,3.33,3.33,4.0,4.67,4.33,3.67,G,C,C,C
105733,P1000971,M104,-33.864532,151.207611,2024-02-26,4.32,4.21,4.13,4.69,4.71,4.79,G,C,C,C
105734,P1000351,M102,-33.89055,151.27523,2024-03-12,4.67,4.44,4.54,4.51,4.87,4.95,G,C,C,C
105735,P1000351,M109,-33.92552,151.25489,2024-02-16,4.43,4.36,4.35,4.62,4.77,4.78,G,C,C,C
105740,P1000079,M104,-33.864532,151.207611,2024-03-02,4.7,4.6,4.67,4.73,4.81,4.96,G,C,C,C
105742,P1000592,M104,-33.864532,151.207611,2023-07-18,5.0,4.67,4.67,4.33,4.33,4.67,G,C,C,C
105744,P1000530,M109,-33.92552,151.25489,2024-02-19,4.3,4.18,3.93,4.72,4.37,4.86,G,C,C,C
105746,P1000073,M104,-33.864532,151.207611,2024-02-08,4.39,4.26,4.19,4.67,4.51,4.86,G,C,C,C
105747,P1000073,M104,-33.864532,151.207611,2024-02-28,4.56,4.52,4.52,4.82,4.57,4.8,G,C,C,C
105755,P1000608,M104,-33.864532,151.207611,2024-02-28,4.33,4.5,4.5,3.83,4.67,5.0,G,C,C,C
105759,P1000052,M102,-33.89055,151.27523,2024-03-15,4.93,4.86,4.78,4.97,4.93,4.91,G,C,C,C
105761,P1000002,M104,-33.864532,151.207611,2024-02-21,5.0,4.0,5.0,5.0,5.0,5.0,G,C,C,C
105764,P1003322,M119,-33.88101,151.22511,2024-02-08,4.98,4.88,4.95,4.93,5.0,4.93,G,C,C,C
105765,P1000073,M104,-33.864532,151.207611,2024-02-17,4.38,4.3,4.15,4.66,4.53,4.91,G,C,C,C
105767,P1002480,M104,-33.864532,151.207611,2024-02-18,3.0,2.0,3.0,3.0,5.0,2.0,G,C,C,C
105768,P1000002,M104,-33.864532,151.207611,2024-02-26,4.3,4.26,4.78,4.91,4.17,4.96,G,C,C,C
105770,P1000370,M104,-33.864532,151.207611,2024-03-05,4.46,4.39,4.48,4.73,4.84,4.89,G,C,C,C
105772,P1000113,M119,-33.88101,151.22511,2024-02-02,3.8,3.8,4.0,4.0,4.4,4.0,G,C,C,C
105773,P1000690,M102,-33.89055,151.27523,2024-03-11,4.58,4.49,4.62,4.82,4.76,4.76,G,C,C,C
105783,P1000055,M104,-33.864532,151.207611,2024-02-23,4.87,4.78,4.78,4.91,4.91,4.74,G,C,C,C
105784,P1000453,M102,-33.89055,151.27523,2024-02-24,4.73,4.55,4.55,4.82,4.91,4.91,G,C,C,C
105785,P1002531,M102,-33.89055,151.27523,2024-02-09,4.95,4.91,4.91,5.0,5.0,4.91,G,C,C,C
105788,P1000971,M104,-33.864532,151.207611,2024-03-01,4.62,4.62,4.83,4.6,4.75,4.63,G,C,C,C
105789,P1002116,M105,-33.79585,151.28527,2024-03-02,4.75,4.48,4.63,4.85,4.95,4.88,G,C,C,C
105796,P1000288,M114,-33.91571,151.17268,2024-03-01,4.56,4.54,4.63,4.88,4.89,4.9,G,C,C,C
105798,P1000690,M102,-33.89055,151.27523,2024-03-01,4.78,4.58,4.92,4.95,4.95,4.74,G,C,C,C
105800,P1000002,M104,-33.864532,151.207611,2024-02-16,4.34,4.16,4.31,4.38,4.19,4.69,G,C,C,C
105804,P1000763,M109,-33.92552,151.25489,2024-02-11,4.93,4.79,4.93,4.71,4.93,4.86,G,C,C,C
105808,P1002950,M104,-33.864532,151.207611,2024-03-14,4.91,4.82,4.93,4.93,4.95,4.89,G,C,C,C
105815,P1000073,M104,-33.864532,151.207611,2024-03-01,4.31,4.23,4.08,4.71,4.48,4.78,G,C,C,C
105821,P1000073,M104,-33.864532,151.207611,2024-03-01,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
105823,P1000288,M109,-33.92552,151.25489,2024-02-26,4.41,4.32,4.33,4.94,4.76,4.9,G,C,C,C
105826,P1000592,M104,-33.864532,151.207611,2024-02-05,4.57,4.5,4.43,4.64,4.75,4.86,G,C,C,C
105833,P1000684,M138,-33.80839,150.98594,2024-03-09,4.77,4.58,4.65,4.72,5.0,4.53,G,C,C,C
105834,P1000545,M102,-33.89055,151.27523,2024-03-03,4.73,4.65,4.77,4.96,4.92,4.85,G,C,C,C
105835,P1000633,M110,-33.828972923308115,151.2163312332427,2024-03-06,5.0,5.0,4.0,5.0,5.0,5.0,G,C,C,C
105837,P1001135,M137,-33.88098835077109,151.16864655312318,2024-03-05,4.9,4.8,4.71,4.97,4.99,4.8,G,C,C,C
105842,P1000055,M104,-33.864532,151.207611,2024-01-03,4.8,4.6,5.0,4.6,5.0,4.8,G,C,C,C
105846,P1000971,M104,-33.864532,151.207611,2023-06-18,5.0,4.8,4.8,4.6,5.0,5.0,G,C,C,C
105851,P1000002,M104,-33.864532,151.207611,2024-02-15,4.59,4.48,4.72,4.72,4.52,4.66,G,C,C,C
105852,P1000002,M104,-33.864532,151.207611,2024-03-15,4.46,4.38,4.46,4.62,4.69,4.85,G,C,C,C
105859,P1000998,M109,-33.92552,151.25489,2024-03-02,4.41,4.42,4.11,4.63,4.67,4.78,G,C,C,C
105864,P1000073,M104,-33.864532,151.207611,2024-02-29,4.24,4.25,4.23,4.86,4.59,4.86,G,C,C,C
105869,P1000599,M105,-33.79585,151.28527,2024-02-25,4.83,4.74,4.89,4.77,4.97,4.91,G,C,C,C
105870,P1002193,M104,-33.864532,151.207611,2024-03-09,4.87,4.74,4.8,4.87,4.99,4.97,G,C,C,C
105871,P1000002,M104,-33.864532,151.207611,2024-03-10,3.87,3.92,3.73,3.78,4.0,4.66,G,C,C,C
105883,P1000971,M104,-33.864532,151.207611,2023-12-29,4.54,4.34,4.47,4.58,4.61,4.81,G,C,C,C
105884,P1003543,M113,-33.8017879,151.1765299,2024-01-01,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105885,P1001308,M104,-33.864532,151.207611,2024-03-09,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105887,P1000073,M104,-33.864532,151.207611,2024-02-21,4.32,4.27,4.4,4.69,4.49,4.74,G,C,C,C
105888,P1000073,M104,-33.864532,151.207611,2024-02-22,4.38,4.24,4.24,4.85,4.24,4.88,G,C,C,C
105889,P1000634,M114,-33.91571,151.17268,2024-02-28,4.56,4.55,4.58,4.78,4.83,4.94,G,C,C,C
105891,P1000002,M104,-33.864532,151.207611,2024-02-07,4.71,4.71,4.48,4.9,4.71,4.81,G,C,C,C
105902,P1000073,M104,-33.864532,151.207611,2024-02-20,4.19,4.23,4.23,4.54,4.58,4.81,G,C,C,C
105903,P1003551,M104,-33.864532,151.207611,2024-02-10,4.57,4.53,4.48,4.76,4.87,4.77,G,C,C,C
105905,P1002531,M102,-33.89055,151.27523,2024-02-27,4.82,4.82,5.0,4.91,4.91,4.91,G,C,C,C
105909,P1000073,M104,-33.864532,151.207611,2024-02-20,4.29,4.19,4.08,4.52,4.48,4.81,G,C,C,C
105915,P1002515,M102,-33.89055,151.27523,2024-02-26,4.83,4.69,4.85,4.88,4.94,4.88,G,C,C,C
105916,P1001308,M104,-33.864532,151.207611,2024-02-22,4.83,4.83,4.83,4.33,4.83,5.0,G,C,C,C
105917,P1000592,M104,-33.864532,151.207611,2024-01-27,4.0,4.5,5.0,5.0,5.0,5.0,G,C,C,C
105918,P1000592,M104,-33.864532,151.207611,2023-08-19,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105919,P1000971,M137,-33.88098835077109,151.16864655312318,2024-02-26,4.35,4.18,4.24,4.5,4.71,4.74,G,C,C,C
105924,P1000073,M104,-33.864532,151.207611,2024-02-27,4.38,4.5,4.26,4.69,4.57,4.79,G,C,C,C
105925,P1000193,M104,-33.864532,151.207611,2024-02-16,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105926,P1000073,M104,-33.864532,151.207611,2024-02-27,4.28,4.15,4.08,4.67,4.38,4.74,G,C,C,C
105929,P1000002,M104,-33.864532,151.207611,2024-02-18,3.87,3.93,3.78,4.15,4.09,4.73,G,C,C,C
105931,P1000485,M130,-33.8513269,151.0609753,2024-02-21,4.77,4.7,4.8,4.43,4.97,4.87,G,C,C,C
105932,P1000076,M104,-33.864532,151.207611,2023-04-25,4.07,4.07,4.0,4.86,4.71,4.5,G,C,C,C
105934,P1000530,M109,-33.92552,151.25489,2024-03-06,5.0,4.0,4.33,4.67,4.33,5.0,G,C,C,C
105936,P1000033,M104,-33.864532,151.207611,2024-01-25,2.0,3.0,3.0,2.0,3.0,5.0,G,C,C,C
105941,P1000684,M104,-33.864532,151.207611,2024-03-11,4.38,4.35,4.16,4.68,4.73,4.68,G,C,C,C
105948,P1000073,M104,-33.864532,151.207611,2024-03-02,4.29,4.23,3.95,4.67,4.54,4.61,G,C,C,C
105952,P1000633,M104,-33.864532,151.207611,2024-03-15,4.54,4.42,4.82,4.66,4.77,4.77,G,C,C,C
105955,P1003573,M102,-33.89055,151.27523,2024-03-07,4.82,4.73,4.69,4.87,4.89,4.98,G,C,C,C
105957,P1001692,M104,-33.864532,151.207611,2024-02-29,4.65,4.63,4.51,4.95,4.89,4.89,G,C,C,C
105960,P1003576,M106,-33.73635045169837,150.71367952034564,2024-02-25,4.8,4.4,4.6,4.87,4.87,4.47,G,C,C,C
105962,P1002768,M124,-34.01325,150.76437,2024-01-17,4.75,4.75,5.0,4.5,4.75,4.75,G,C,C,C
105964,P1003435,M122,-33.72719,151.00848,2024-02-27,4.34,4.26,4.34,4.84,4.89,4.34,G,C,C,C
105969,P1003581,M107,-33.75470594557184,151.1497291880052,2024-03-16,4.94,4.9,4.94,4.96,4.98,4.94,G,C,C,C
105970,P1003543,M108,-33.649899388892656,151.2796016585502,2024-01-12,4.97,4.73,4.88,4.95,4.93,4.92,G,C,C,C
105974,P1000002,M115,-33.75122,151.25772,2024-02-27,4.22,4.11,4.22,4.56,4.44,4.33,G,C,C,C
105976,P1001103,M107,-33.75470594557184,151.1497291880052,2024-02-27,5.0,5.0,5.0,4.25,4.75,5.0,G,C,C,C
105985,P1000076,M108,-33.649899388892656,151.2796016585502,2022-04-14,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
105998,P1000002,M115,-33.75122,151.25772,2023-10-21,4.37,4.37,4.67,4.81,4.48,4.74,G,C,C,C
106015,P1000002,M115,-33.75122,151.25772,2024-02-28,4.78,4.46,4.78,4.82,4.65,4.84,G,C,C,C
106030,P1000837,M106,-33.73635045169837,150.71367952034564,2024-03-16,4.0,3.7,4.3,4.2,4.3,4.2,G,C,C,C
106039,P1003155,M110,-33.828972923308115,151.2163312332427,2024-03-14,4.8,4.63,4.78,4.9,4.92,4.98,G,C,C,C
106040,P1000085,M130,-33.8513269,151.0609753,2024-01-28,4.93,4.73,4.9,4.8,5.0,4.85,G,C,C,C
106042,P1003623,M108,-33.649899388892656,151.2796016585502,2024-03-09,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
106044,P1000659,M123,-33.6860173,150.8958334,2024-02-26,4.25,4.25,3.5,4.25,4.5,4.0,G,C,C,C
106045,P1000916,M129,-33.9279519,151.1552776,2024-03-17,4.8,5.0,5.0,5.0,5.0,5.0,G,C,C,C
106046,P1003624,M123,-33.6860173,150.8958334,2024-02-29,4.5,4.43,4.71,3.57,4.14,4.71,G,C,C,C
106050,P1000710,M107,-33.75470594557184,151.1497291880052,2024-02-03,4.0,4.0,4.0,5.0,4.0,4.0,G,C,C,C
106053,P1000129,M108,-33.649899388892656,151.2796016585502,2024-01-06,5.0,4.5,4.75,4.75,5.0,5.0,G,C,C,C
106059,P1000485,M110,-33.828972923308115,151.2163312332427,2023-08-21,5.0,4.8,5.0,4.8,5.0,5.0,G,C,C,C
106063,P1000545,M114,-33.91571,151.17268,2023-12-31,4.73,4.64,4.45,4.91,4.73,4.91,G,C,C,C
106066,P1000002,M110,-33.828972923308115,151.2163312332427,2024-02-26,4.44,4.54,4.14,4.88,4.52,4.66,G,C,C,C
106069,P1003641,M112,-34.0380304,151.1166316,2024-03-09,4.97,4.87,4.97,4.94,5.0,5.0,G,C,C,C
106072,P1000662,M127,-33.8909571,151.1195413,2024-01-19,4.78,4.44,4.56,4.78,4.89,4.67,G,C,C,C
106076,P1000056,M128,-33.78071975708008,151.11386108398438,2023-12-29,5.0,5.0,5.0,5.0,5.0,5.0,G,C,C,C
106079,P1000812,M119,-33.88101,151.22511,2024-03-02,4.64,4.64,4.3,4.61,4.76,4.85,G,C,C,C
106083,P1000137,M128,-33.78071975708008,151.11386108398438,2024-02-23,4.75,4.5,4.75,4.75,4.75,4.75,G,C,C,C
106087,P1000002,M105,-33.79585,151.28527,2024-03-13,4.73,4.6,4.67,4.4,4.73,4.93,G,C,C,C
106088,P1000077,M136,-33.86999,151.08825,2024-03-02,5.0,5.0,4.0,5.0,5.0,4.0,G,C,C,C
