serviceid,providerid,microcell,latitude,longitude,timestamp,speed,latency,bandwidth,coverage,reliability,security,currect_microcell,origin,true_label
124796,P1000009,M110,-33.828972923308115,151.2163312332427,2023-07-13,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
125260,P1000440,M110,-33.828972923308115,151.2163312332427,2023-11-27,4.33,4.17,4.17,3.67,4.33,4.83,M110,G,C
125353,P1000009,M110,-33.828972923308115,151.2163312332427,2023-11-24,3.5,3.33,3.5,4.17,4.17,4.17,M110,G,C
125356,P1000009,M110,-33.828972923308115,151.2163312332427,2023-09-12,4.0,3.75,4.25,4.0,4.5,4.75,M110,G,C
125496,P1000009,M110,-33.828972923308115,151.2163312332427,2023-11-23,4.89,4.75,4.79,4.61,4.93,4.89,M110,G,C
125584,P1000009,M110,-33.828972923308115,151.2163312332427,2023-10-23,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
126351,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-01,4.75,4.54,4.67,4.58,4.75,4.96,M110,G,C
126486,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-13,4.21,4.13,4.02,4.77,4.47,4.79,M110,G,C
126561,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-04,4.42,4.49,4.13,4.87,4.56,4.64,M110,G,C
126822,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-24,3.56,3.67,4.22,4.67,3.67,4.78,M110,G,C
126859,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-20,4.8,4.74,4.73,4.85,4.79,4.99,M110,G,C
127177,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-29,4.13,4.0,4.04,4.67,4.13,4.75,M110,G,C
127193,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-24,4.0,4.0,3.82,4.55,4.64,4.91,M110,G,C
127282,P1000033,M110,-33.828972923308115,151.2163312332427,2023-11-18,4.89,4.78,4.88,4.91,4.88,4.97,M110,G,C
127666,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-18,4.4,4.2,4.4,4.4,4.6,4.5,M110,G,C
127668,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-01,4.63,4.5,4.38,4.5,5.0,4.75,M110,G,C
127914,P1000002,M110,-33.828972923308115,151.2163312332427,2023-09-10,4.73,4.73,4.8,4.67,4.6,4.67,M110,G,C
128047,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-06,4.74,4.41,4.63,4.85,4.48,5.0,M110,G,C
128113,P1000002,M110,-33.828972923308115,151.2163312332427,2023-10-30,4.0,4.3,4.6,4.7,4.2,5.0,M110,G,C
128114,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-20,5.0,4.83,4.83,4.5,4.67,4.83,M110,G,C
128132,P1000002,M110,-33.828972923308115,151.2163312332427,2023-12-03,4.43,4.38,4.17,4.66,4.34,4.78,M110,G,C
128154,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-29,3.85,3.92,3.15,4.46,4.15,4.77,M110,G,C
128169,P1000002,M110,-33.828972923308115,151.2163312332427,2023-10-01,4.25,4.27,4.21,4.77,4.25,4.6,M110,G,C
128184,P1000002,M110,-33.828972923308115,151.2163312332427,2023-11-18,4.67,4.0,4.17,4.67,4.83,4.83,M110,G,C
128185,P1000033,M110,-33.828972923308115,151.2163312332427,2023-11-25,4.81,4.67,4.71,4.86,4.76,4.95,M110,G,C
128793,P1000035,M110,-33.828972923308115,151.2163312332427,2023-11-29,4.54,4.51,4.51,4.84,4.62,4.97,M110,G,C
129272,P1000440,M110,-33.828972923308115,151.2163312332427,2023-11-26,4.75,4.75,5.0,4.75,4.88,5.0,M110,G,C
130120,P1000440,M110,-33.828972923308115,151.2163312332427,2023-11-21,4.6,4.53,4.8,4.8,4.87,4.93,M110,G,C
132243,P1000033,M110,-33.828972923308115,151.2163312332427,2023-08-06,4.57,4.53,4.56,4.86,4.76,4.92,M110,G,C
133172,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-14,4.43,4.43,4.43,4.57,4.57,4.71,M110,G,C
133229,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-17,4.5,4.13,4.25,3.38,4.63,5.0,M110,G,C
133271,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-03,4.33,4.67,4.33,4.67,4.78,4.89,M110,G,C
133282,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-30,4.75,4.69,4.69,4.94,5.0,4.94,M110,G,C
133287,P1000074,M110,-33.828972923308115,151.2163312332427,2022-06-30,4.2,4.4,3.4,4.8,4.4,5.0,M110,G,C
133289,P1000074,M110,-33.828972923308115,151.2163312332427,2022-12-08,3.67,4.0,4.33,4.33,3.67,4.67,M110,G,C
133300,P1000074,M110,-33.828972923308115,151.2163312332427,2023-07-16,4.17,4.08,3.75,4.42,4.33,4.83,M110,G,C
133337,P1000074,M110,-33.828972923308115,151.2163312332427,2022-08-01,3.82,3.55,4.0,4.18,4.27,4.27,M110,G,C
133348,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-03,4.2,3.8,4.6,4.6,4.0,4.8,M110,G,C
133408,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-16,4.53,4.47,4.22,4.47,4.66,4.72,M110,G,C
133413,P1000074,M110,-33.828972923308115,151.2163312332427,2021-07-04,3.25,3.0,3.75,4.0,3.0,3.5,M110,G,C
133415,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-26,4.38,4.15,4.46,4.38,4.31,4.77,M110,G,C
133421,P1000074,M110,-33.828972923308115,151.2163312332427,2019-04-16,3.0,4.0,3.0,4.0,4.0,5.0,M110,G,C
133458,P1000074,M110,-33.828972923308115,151.2163312332427,2017-12-01,5.0,4.5,5.0,4.5,4.5,5.0,M110,G,C
133972,P1000074,M110,-33.828972923308115,151.2163312332427,2022-10-30,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
134774,P1000074,M110,-33.828972923308115,151.2163312332427,2018-12-29,4.0,4.0,2.5,4.5,4.5,4.5,M110,G,C
134844,P1000076,M110,-33.828972923308115,151.2163312332427,2017-10-10,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
135199,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-12,4.33,4.17,4.33,4.5,4.67,4.67,M110,G,C
135528,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-16,2.75,2.75,2.75,3.25,2.5,4.5,M110,G,C
135781,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-07,4.29,4.57,4.29,4.29,4.86,4.43,M110,G,C
136077,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-01,4.16,4.17,4.13,4.46,4.36,4.75,M110,G,C
136148,P1000074,M110,-33.828972923308115,151.2163312332427,2019-07-13,5.0,5.0,5.0,4.0,5.0,5.0,M110,G,C
136499,P1000074,M110,-33.828972923308115,151.2163312332427,2022-12-31,4.75,4.25,4.5,4.75,4.5,4.75,M110,G,C
136744,P1000002,M110,-33.828972923308115,151.2163312332427,2023-07-07,4.44,4.4,4.18,4.64,4.35,4.77,M110,G,C
136745,P1000002,M110,-33.828972923308115,151.2163312332427,2023-07-19,4.4,4.47,4.12,4.86,4.53,4.63,M110,G,C
136853,P1000074,M110,-33.828972923308115,151.2163312332427,2020-02-25,4.67,4.33,4.67,4.67,5.0,5.0,M110,G,C
136857,P1000074,M110,-33.828972923308115,151.2163312332427,2022-04-25,5.0,4.67,5.0,5.0,5.0,5.0,M110,G,C
136868,P1000002,M110,-33.828972923308115,151.2163312332427,2023-07-28,4.17,4.04,4.04,4.65,4.17,4.78,M110,G,C
136879,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-06,4.36,4.23,4.09,4.32,4.41,4.95,M110,G,C
136911,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-27,4.28,4.28,4.24,4.78,4.28,4.58,M110,G,C
137706,P1000074,M110,-33.828972923308115,151.2163312332427,2019-02-19,4.0,4.0,5.0,5.0,5.0,5.0,M110,G,C
138575,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-17,4.89,4.89,4.67,4.67,4.89,5.0,M110,G,C
138703,P1000074,M110,-33.828972923308115,151.2163312332427,2021-07-30,4.0,4.0,4.0,4.0,4.0,4.0,M110,G,C
138881,P1000002,M110,-33.828972923308115,151.2163312332427,2023-06-18,4.79,4.73,4.73,4.84,4.78,4.99,M110,G,C
139108,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-13,4.21,4.13,4.02,4.77,4.47,4.79,M110,G,C
139233,P1000074,M110,-33.828972923308115,151.2163312332427,2020-01-10,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
140735,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-24,4.8,4.65,4.73,4.81,4.89,4.96,M110,G,C
140737,P1000424,M110,-33.828972923308115,151.2163312332427,2023-07-26,4.69,4.5,4.67,4.84,4.92,4.96,M110,G,C
140899,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-30,4.89,4.75,4.75,4.92,4.94,5.0,M110,G,C
140907,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-24,4.92,4.81,4.85,4.85,4.91,4.99,M110,G,C
140909,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-26,4.87,4.73,4.65,4.87,4.92,4.99,M110,G,C
141002,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-15,4.61,4.57,4.59,4.78,4.87,4.83,M110,G,C
141020,P1000198,M110,-33.828972923308115,151.2163312332427,2023-08-21,4.53,4.49,4.31,4.8,4.74,4.79,M110,G,C
141059,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-15,4.82,4.74,4.81,4.87,4.9,4.93,M110,G,C
141296,P1000002,M110,-33.828972923308115,151.2163312332427,2023-09-04,4.29,4.27,4.13,4.71,4.17,4.77,M110,G,C
141629,P1000002,M110,-33.828972923308115,151.2163312332427,2023-06-19,4.41,4.17,4.59,4.59,4.38,4.66,M110,G,C
141842,P1000002,M110,-33.828972923308115,151.2163312332427,2023-03-25,4.0,4.25,4.25,5.0,4.75,5.0,M110,G,C
141931,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-29,3.85,3.92,3.15,4.46,4.15,4.77,M110,G,C
141973,P1013156,M110,-33.828972923308115,151.2163312332427,2023-08-27,4.56,4.51,4.36,4.66,4.72,4.93,M110,G,C
141980,P1013156,M110,-33.828972923308115,151.2163312332427,2023-08-26,4.66,4.61,4.5,4.88,4.76,4.92,M110,G,C
142234,P1000033,M110,-33.828972923308115,151.2163312332427,2023-08-17,4.61,4.56,4.64,4.67,4.78,4.72,M110,G,C
142246,P1000424,M110,-33.828972923308115,151.2163312332427,2023-09-02,4.89,4.78,4.87,4.6,4.91,5.0,M110,G,C
142381,P1000002,M110,-33.828972923308115,151.2163312332427,2022-10-17,4.5,4.63,4.38,4.75,4.63,4.75,M110,G,C
142608,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-30,3.0,3.75,3.25,4.0,3.5,4.25,M110,G,C
142792,P1000033,M110,-33.828972923308115,151.2163312332427,2023-08-09,4.93,4.83,4.93,4.96,4.91,4.96,M110,G,C
142848,P1000002,M110,-33.828972923308115,151.2163312332427,2023-06-12,4.5,3.5,3.75,4.5,4.75,4.75,M110,G,C
142947,P1000351,M110,-33.828972923308115,151.2163312332427,2023-06-22,4.67,4.41,4.59,4.93,4.96,5.0,M110,G,C
143044,P1000074,M110,-33.828972923308115,151.2163312332427,2022-08-29,3.0,3.0,3.33,3.0,3.0,4.0,M110,G,C
143168,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-29,4.81,4.72,4.72,4.81,4.89,4.98,M110,G,C
143213,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-30,4.72,4.58,4.64,4.5,4.75,4.86,M110,G,C
143254,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-25,3.83,4.17,4.17,3.67,4.0,4.83,M110,G,C
143436,P1000077,M110,-33.828972923308115,151.2163312332427,2023-08-22,4.65,4.49,4.79,4.81,4.79,4.91,M110,G,C
143456,P1000009,M110,-33.828972923308115,151.2163312332427,2023-08-20,4.0,3.95,4.0,4.5,4.5,4.55,M110,G,C
143498,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-27,4.74,4.68,4.83,4.85,4.94,4.91,M110,G,C
143500,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-17,4.71,4.66,4.73,4.83,4.9,4.86,M110,G,C
143662,P1000351,M110,-33.828972923308115,151.2163312332427,2023-08-27,4.79,4.71,4.68,4.86,4.86,5.0,M110,G,C
143790,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-26,4.45,4.36,3.91,4.73,4.36,5.0,M110,G,C
143821,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-23,4.83,4.78,4.57,4.96,4.96,5.0,M110,G,C
143828,P1000074,M110,-33.828972923308115,151.2163312332427,2023-07-22,4.0,4.33,4.0,3.33,3.67,5.0,M110,G,C
144056,P1000009,M110,-33.828972923308115,151.2163312332427,2023-08-21,4.87,4.78,4.74,4.57,4.91,4.96,M110,G,C
144064,P1000076,M110,-33.828972923308115,151.2163312332427,2023-06-13,4.64,4.64,4.86,4.5,4.5,4.93,M110,G,C
144105,P1000033,M110,-33.828972923308115,151.2163312332427,2023-08-03,4.88,4.69,4.88,4.94,4.88,5.0,M110,G,C
144226,P1000107,M110,-33.828972923308115,151.2163312332427,2023-09-04,4.72,4.61,4.5,4.67,4.94,4.89,M110,G,C
144251,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-26,4.0,3.0,2.0,3.0,4.0,5.0,M110,G,C
144520,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-01,4.5,4.0,4.5,3.0,4.5,4.5,M110,G,C
144591,P1000074,M110,-33.828972923308115,151.2163312332427,2022-12-05,4.0,3.0,1.0,1.0,3.0,5.0,M110,G,C
144596,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-01,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
144615,P1000002,M110,-33.828972923308115,151.2163312332427,2023-07-22,4.5,4.5,4.25,4.75,5.0,5.0,M110,G,C
144665,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-24,4.5,4.5,4.5,4.5,5.0,5.0,M110,G,C
144702,P1000112,M110,-33.828972923308115,151.2163312332427,2023-08-13,4.95,4.89,4.95,4.84,4.84,5.0,M110,G,C
144883,P1000002,M110,-33.828972923308115,151.2163312332427,2023-09-02,4.9,4.7,4.9,4.7,4.9,5.0,M110,G,C
145038,P1000349,M110,-33.828972923308115,151.2163312332427,2023-07-29,4.64,4.18,4.82,4.64,4.64,4.64,M110,G,C
145088,P1000035,M110,-33.828972923308115,151.2163312332427,2023-08-24,4.7,4.7,4.81,4.81,4.89,4.96,M110,G,C
145142,P1000016,M110,-33.828972923308115,151.2163312332427,2023-07-23,4.36,4.0,4.21,4.71,4.64,4.79,M110,G,C
145167,P1000424,M110,-33.828972923308115,151.2163312332427,2023-08-27,4.77,4.77,4.67,4.9,4.87,4.93,M110,G,C
145491,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-10,4.77,4.77,4.85,4.69,4.69,4.69,M110,G,C
145622,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-02,5.0,3.0,4.0,2.0,4.0,4.0,M110,G,C
145702,P1000009,M110,-33.828972923308115,151.2163312332427,2023-03-27,5.0,4.67,5.0,5.0,5.0,5.0,M110,G,C
145739,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-20,5.0,5.0,5.0,4.5,5.0,5.0,M110,G,C
145836,P1000074,M110,-33.828972923308115,151.2163312332427,2023-08-12,3.0,3.0,4.0,5.0,4.0,5.0,M110,G,C
145962,P1000107,M110,-33.828972923308115,151.2163312332427,2023-08-29,4.87,4.87,4.8,4.67,4.67,4.93,M110,G,C
146030,P1000351,M110,-33.828972923308115,151.2163312332427,2023-04-21,4.5,5.0,5.0,5.0,5.0,5.0,M110,G,C
146041,P1000009,M110,-33.828972923308115,151.2163312332427,2023-07-13,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
146061,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-31,4.5,4.33,4.5,4.5,4.83,4.67,M110,G,C
146361,P1000112,M110,-33.828972923308115,151.2163312332427,2023-08-18,4.3,4.0,4.4,4.8,4.3,4.7,M110,G,C
146370,P1000349,M110,-33.828972923308115,151.2163312332427,2023-08-05,5.0,5.0,4.5,5.0,5.0,5.0,M110,G,C
146486,P1000349,M110,-33.828972923308115,151.2163312332427,2023-07-13,5.0,4.0,5.0,4.0,5.0,5.0,M110,G,C
146492,P1000349,M110,-33.828972923308115,151.2163312332427,2023-05-29,2.0,3.0,4.5,4.0,3.0,4.0,M110,G,C
146556,P1000002,M110,-33.828972923308115,151.2163312332427,2023-07-04,5.0,5.0,5.0,4.0,5.0,5.0,M110,G,C
146596,P1000074,M110,-33.828972923308115,151.2163312332427,2023-06-15,3.0,3.0,5.0,4.0,4.0,4.0,M110,G,C
146723,P1000002,M110,-33.828972923308115,151.2163312332427,2023-08-13,3.67,4.0,4.33,5.0,4.0,4.67,M110,G,C
146757,P1000009,M110,-33.828972923308115,151.2163312332427,2023-05-28,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
146818,P1000077,M110,-33.828972923308115,151.2163312332427,2023-08-06,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
146831,P1000009,M110,-33.828972923308115,151.2163312332427,2023-08-11,4.5,4.33,4.33,4.67,4.67,5.0,M110,G,C
146935,P1000349,M110,-33.828972923308115,151.2163312332427,2023-08-15,4.22,4.0,4.44,4.22,3.89,5.0,M110,G,C
147097,P1000424,M110,-33.828972923308115,151.2163312332427,2023-07-25,5.0,4.8,5.0,5.0,5.0,5.0,M110,G,C
147140,P1000440,M110,-33.828972923308115,151.2163312332427,2023-08-14,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
147494,P1000391,M110,-33.828972923308115,151.2163312332427,2023-08-20,4.5,4.5,4.5,4.75,5.0,5.0,M110,G,C
147495,P1000391,M110,-33.828972923308115,151.2163312332427,2023-09-03,4.43,4.43,4.86,4.57,4.14,4.86,M110,G,C
149700,P1000033,M110,-33.828972923308115,151.2163312332427,2023-05-21,4.55,4.51,4.54,4.85,4.75,4.92,M110,G,C
150644,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-17,4.5,4.13,4.25,3.38,4.63,5.0,M110,G,C
150763,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-14,4.43,4.43,4.43,4.57,4.57,4.71,M110,G,C
150843,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-18,4.52,4.45,4.19,4.45,4.68,4.74,M110,G,C
150849,P1000074,M110,-33.828972923308115,151.2163312332427,2021-07-04,3.25,3.0,3.75,4.0,3.0,3.5,M110,G,C
150850,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-26,4.38,4.15,4.46,4.38,4.31,4.77,M110,G,C
150859,P1000074,M110,-33.828972923308115,151.2163312332427,2019-04-16,3.0,4.0,3.0,4.0,4.0,5.0,M110,G,C
150889,P1000074,M110,-33.828972923308115,151.2163312332427,2019-11-29,4.25,4.63,4.25,4.63,4.75,4.88,M110,G,C
150890,P1000074,M110,-33.828972923308115,151.2163312332427,2023-03-30,4.75,4.69,4.69,4.94,5.0,4.94,M110,G,C
150913,P1000074,M110,-33.828972923308115,151.2163312332427,2022-06-30,4.2,4.4,3.4,4.8,4.4,5.0,M110,G,C
150920,P1000074,M110,-33.828972923308115,151.2163312332427,2022-12-08,3.67,4.0,4.33,4.33,3.67,4.67,M110,G,C
150925,P1000074,M110,-33.828972923308115,151.2163312332427,2022-09-03,4.0,3.9,3.5,4.3,4.2,4.8,M110,G,C
150945,P1000074,M110,-33.828972923308115,151.2163312332427,2022-08-01,3.82,3.55,4.0,4.18,4.27,4.27,M110,G,C
150951,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-03,4.2,3.8,4.6,4.6,4.0,4.8,M110,G,C
151120,P1000074,M110,-33.828972923308115,151.2163312332427,2017-12-01,5.0,4.5,5.0,4.5,4.5,5.0,M110,G,C
151674,P1000074,M110,-33.828972923308115,151.2163312332427,2022-10-30,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
152299,P1000074,M110,-33.828972923308115,151.2163312332427,2018-12-29,4.0,4.0,2.5,4.5,4.5,4.5,M110,G,C
152536,P1000076,M110,-33.828972923308115,151.2163312332427,2017-10-10,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
152786,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-15,4.2,4.0,4.2,4.4,4.6,4.6,M110,G,C
153108,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-16,2.75,2.75,2.75,3.25,2.5,4.5,M110,G,C
153375,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-09,4.17,4.5,4.17,4.17,4.83,4.33,M110,G,C
153773,P1000002,M110,-33.828972923308115,151.2163312332427,2023-06-04,4.19,4.21,4.16,4.47,4.42,4.77,M110,G,C
154108,P1000074,M110,-33.828972923308115,151.2163312332427,2022-12-31,4.75,4.25,4.5,4.75,4.5,4.75,M110,G,C
154321,P1000002,M110,-33.828972923308115,151.2163312332427,2023-05-12,4.42,4.38,4.18,4.63,4.33,4.76,M110,G,C
154322,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-18,4.39,4.46,4.15,4.85,4.51,4.61,M110,G,C
154416,P1000074,M110,-33.828972923308115,151.2163312332427,2020-02-25,4.67,4.33,4.67,4.67,5.0,5.0,M110,G,C
154474,P1000002,M110,-33.828972923308115,151.2163312332427,2023-05-06,4.25,4.25,4.25,4.77,4.27,4.56,M110,G,C
154563,P1000074,M110,-33.828972923308115,151.2163312332427,2022-04-25,5.0,4.67,5.0,5.0,5.0,5.0,M110,G,C
154580,P1000002,M110,-33.828972923308115,151.2163312332427,2022-11-23,4.23,4.09,4.14,4.68,4.27,4.77,M110,G,C
154588,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-04,4.33,4.19,4.1,4.29,4.38,4.95,M110,G,C
155349,P1000074,M110,-33.828972923308115,151.2163312332427,2019-02-19,4.0,4.0,5.0,5.0,5.0,5.0,M110,G,C
156231,P1000074,M110,-33.828972923308115,151.2163312332427,2023-05-25,4.83,4.83,4.5,4.83,4.83,5.0,M110,G,C
156333,P1000074,M110,-33.828972923308115,151.2163312332427,2021-07-30,4.0,4.0,4.0,4.0,4.0,4.0,M110,G,C
156488,P1000002,M110,-33.828972923308115,151.2163312332427,2023-05-21,4.79,4.74,4.73,4.84,4.8,4.99,M110,G,C
156771,P1000074,M110,-33.828972923308115,151.2163312332427,2020-01-10,5.0,5.0,5.0,5.0,5.0,5.0,M110,G,C
156817,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-10,4.22,4.13,4.07,4.76,4.53,4.78,M110,G,C
158344,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-22,4.81,4.67,4.74,4.8,4.89,4.98,M110,G,C
158348,P1000424,M110,-33.828972923308115,151.2163312332427,2023-04-15,4.68,4.49,4.66,4.84,4.92,4.96,M110,G,C
158536,P1000351,M110,-33.828972923308115,151.2163312332427,2023-06-01,4.91,4.79,4.86,4.84,4.9,4.99,M110,G,C
158538,P1000351,M110,-33.828972923308115,151.2163312332427,2023-05-29,4.89,4.74,4.66,4.91,4.93,4.99,M110,G,C
158612,P1000351,M110,-33.828972923308115,151.2163312332427,2023-05-12,4.63,4.61,4.65,4.76,4.86,4.84,M110,G,C
158643,P1000351,M110,-33.828972923308115,151.2163312332427,2023-05-28,4.88,4.69,4.69,4.88,4.94,5.0,M110,G,C
158679,P1001181,M110,-33.828972923308115,151.2163312332427,2023-05-06,4.54,4.49,4.31,4.8,4.75,4.78,M110,G,C
158770,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-29,4.88,4.8,4.88,4.9,4.92,4.97,M110,G,C
158961,P1000002,M110,-33.828972923308115,151.2163312332427,2023-01-18,4.23,4.21,4.08,4.69,4.1,4.75,M110,G,C
159327,P1000002,M110,-33.828972923308115,151.2163312332427,2023-02-24,4.46,4.21,4.57,4.64,4.43,4.64,M110,G,C
159592,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-29,3.85,3.92,3.15,4.46,4.15,4.77,M110,G,C
159704,P1013156,M110,-33.828972923308115,151.2163312332427,2023-05-22,4.64,4.56,4.47,4.86,4.75,4.91,M110,G,C
159729,P1013156,M110,-33.828972923308115,151.2163312332427,2023-05-13,4.56,4.52,4.36,4.64,4.73,4.92,M110,G,C
159791,P1000002,M110,-33.828972923308115,151.2163312332427,2023-03-25,4.0,4.25,4.25,5.0,4.75,5.0,M110,G,C
160045,P1000033,M110,-33.828972923308115,151.2163312332427,2023-05-14,4.58,4.52,4.61,4.64,4.76,4.7,M110,G,C
160057,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-29,4.89,4.77,4.86,4.64,4.9,5.0,M110,G,C
160167,P1000002,M110,-33.828972923308115,151.2163312332427,2022-10-17,4.5,4.63,4.38,4.75,4.63,4.75,M110,G,C
160408,P1000074,M110,-33.828972923308115,151.2163312332427,2023-04-30,3.0,3.75,3.25,4.0,3.5,4.25,M110,G,C
160493,P1000002,M110,-33.828972923308115,151.2163312332427,2022-12-23,4.33,3.33,4.0,5.0,4.67,4.67,M110,G,C
160529,P1000033,M110,-33.828972923308115,151.2163312332427,2023-05-08,4.95,4.88,4.95,4.95,4.95,4.98,M110,G,C
160758,P1000351,M110,-33.828972923308115,151.2163312332427,2023-05-25,4.65,4.38,4.62,4.92,4.96,5.0,M110,G,C
160867,P1000351,M110,-33.828972923308115,151.2163312332427,2023-05-31,4.67,4.54,4.63,4.42,4.63,4.83,M110,G,C
160952,P1000074,M110,-33.828972923308115,151.2163312332427,2022-08-29,3.0,3.0,3.33,3.0,3.0,4.0,M110,G,C
161009,P1000074,M110,-33.828972923308115,151.2163312332427,2023-01-12,3.75,4.0,4.0,3.5,4.0,4.75,M110,G,C
161093,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-22,4.78,4.66,4.73,4.88,4.9,5.0,M110,G,C
161310,P1000077,M110,-33.828972923308115,151.2163312332427,2023-05-03,4.69,4.5,4.78,4.81,4.86,4.89,M110,G,C
161335,P1000009,M110,-33.828972923308115,151.2163312332427,2023-04-19,3.87,3.8,3.87,4.53,4.53,4.6,M110,G,C
161385,P1000424,M110,-33.828972923308115,151.2163312332427,2023-06-02,4.74,4.66,4.82,4.82,4.95,4.92,M110,G,C
161393,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-31,4.7,4.63,4.7,4.85,4.87,4.89,M110,G,C
161442,P1000351,M110,-33.828972923308115,151.2163312332427,2023-04-14,4.84,4.74,4.79,4.95,4.95,5.0,M110,G,C
161755,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-26,4.45,4.36,3.91,4.73,4.36,5.0,M110,G,C
161779,P1000424,M110,-33.828972923308115,151.2163312332427,2023-05-18,4.75,4.75,4.44,4.94,4.94,5.0,M110,G,C
161782,P1000074,M110,-33.828972923308115,151.2163312332427,2023-02-17,4.5,5.0,4.0,3.5,4.0,5.0,M110,G,C
161830,P1000009,M110,-33.828972923308115,151.2163312332427,2023-05-21,4.95,4.84,4.89,4.58,4.95,4.95,M110,G,C
161840,P1000076,M110,-33.828972923308115,151.2163312332427,2023-06-01,4.62,4.62,4.85,4.46,4.46,4.92,M110,G,C
161846,P1000349,M110,-33.828972923308115,151.2163312332427,2023-01-08,4.14,4.14,4.0,4.0,4.29,4.86,M110,G,C
161852,P1000002,M110,-33.828972923308115,151.2163312332427,2023-04-29,3.83,3.67,4.0,4.17,4.83,4.83,M110,G,C
